step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
522,PAYMENT,198.14,C1702749215,74.01,0.0,M625378667,1975.1,2173.24,0,0
396,CASH_OUT,463.89,C8371538538,13516.82,13052.93,M609708655,323.37,787.26,0,0
4,PAYMENT,570.87,C8659644109,16256.68,15685.81,M795717611,10.36,581.23,0,0
281,CASH_OUT,191.33,C6456219143,163.8,0.0,M468731770,772.74,964.07,0,0
215,PAYMENT,7.64,C6764249714,68.87,61.23,M996539296,3659.2,3666.84,0,0
610,CASH_OUT,980.22,C5901013230,867.34,0.0,M185698261,758.48,1738.7,0,0
420,PAYMENT,43029.59,C2650461394,58.84,0.0,M987800558,81.32,43110.91,0,0
101,CASH_OUT,2977.12,C1620238866,6403.1,3425.98,M312317120,24.14,3001.26,0,0
521,CASH_OUT,20259.39,C4949994941,1125.02,0.0,M682356780,742.02,21001.41,0,0
573,PAYMENT,2425.01,C2544785725,442.57,0.0,M211534511,441.15,2866.16,0,0
309,PAYMENT,297.69,C7345644393,14096.7,13799.01,M202057535,168297.73,168595.42,0,0
658,PAYMENT,1343.68,C4447234318,103.7,0.0,M421131579,33.86,1377.54,0,0
510,CASH_IN,3428.18,C9586646716,377.47,0.0,C8666528100,1062.93,4491.11,0,0
63,CASH_IN,16.42,C7301652385,55.02,38.6,C7186085244,102.66,119.08,0,0
633,CASH_OUT,982.05,C2627049472,34.89,0.0,M737055183,74.1,1056.15,0,0
226,CASH_IN,331.34,C6880276526,113.71,0.0,C9350149892,25.57,356.91,0,0
105,PAYMENT,7745.67,C7329799840,144.85,0.0,M470519852,5204.51,12950.18,0,0
425,CASH_OUT,849.5,C2430688610,115.02,0.0,M292922112,5014.1,5863.6,0,0
255,TRANSFER,2.94,C7281890202,872.51,869.57,C7859392271,3508.99,3511.93,0,0
429,CASH_IN,972.41,C8094747897,854.98,0.0,C8680749507,131.78,1104.19,0,0
434,DEBIT,6.53,C3091363748,22.66,16.13,M525346297,1388.22,1394.75,0,0
207,CASH_OUT,5157.55,C8440585683,8047.34,2889.79,M572647941,9372.72,14530.27,0,0
28,CASH_OUT,86.85,C9041977223,24.77,0.0,M986933763,1.32,88.17,0,0
682,PAYMENT,42.04,C4569477393,14.6,0.0,M401684548,1435.48,1477.52,0,0
336,PAYMENT,86.31,C2516386296,14620.02,14533.71,M920521762,3883.07,3969.38,0,0
588,CASH_OUT,67.54,C4236654016,69.62,2.08,M204557960,2181.75,2249.29,0,0
628,CASH_IN,295.47,C5663341799,2677.7,2382.23,C3535573750,51.33,346.8,0,0
69,PAYMENT,72.17,C6217248248,254.79,182.62,M585044420,46.31,118.48,0,0
513,PAYMENT,221.04,C9466809996,88.88,0.0,M349740952,868.78,1089.82,0,0
167,PAYMENT,18.46,C1725524818,56.59,38.13,M205765676,450.27,468.73,0,0
730,PAYMENT,243.89,C5620834767,2838.27,2594.38,M261242193,3490.92,3734.81,0,0
368,CASH_OUT,6940.82,C1729225230,106.28,0.0,M862336413,3407.23,10348.05,0,0
251,DEBIT,164.49,C6528566097,16953.03,16788.54,M383838239,111.3,275.79,0,0
686,PAYMENT,1405.7,C8994323682,24.38,0.0,M729563490,8.24,1413.94,0,0
170,CASH_OUT,32.7,C3304260929,37703.29,37670.59,M523120467,15.95,48.65,0,0
90,CASH_IN,1286.13,C7322051230,6.06,0.0,C3050853008,30.8,1316.93,0,0
561,DEBIT,3925.18,C1821445994,2236.66,0.0,M687839666,119.6,4044.78,0,0
446,CASH_IN,6977.35,C8799992294,58.05,0.0,C8014171207,814.2,7791.55,0,0
294,CASH_IN,602.75,C3412172268,20.52,0.0,C5521711464,186.84,789.59,0,0
150,PAYMENT,1545.16,C5604769115,853.97,0.0,M390597840,21.41,1566.57,0,0
132,TRANSFER,31.15,C5128188486,5941.42,5910.27,C7934062314,1759.63,1790.78,0,0
433,CASH_OUT,187.39,C1027099555,672.42,485.03,M233861570,196.31,383.7,0,0
59,CASH_IN,81.4,C8770394504,982.45,901.05,C5635361934,81.97,163.37,0,0
199,PAYMENT,778.14,C1373840905,1824.82,1046.68,M220507180,60.29,838.43,0,0
215,CASH_OUT,140.27,C1203733118,5128.45,4988.18,M500004648,827.2,967.47,0,0
561,PAYMENT,1593.32,C1276551871,67117.91,65524.59,M238529669,211.66,1804.98,0,0
472,PAYMENT,56228.59,C9809746041,170.44,0.0,M999703601,97.57,56326.16,0,0
247,CASH_IN,1398.49,C4443572842,3626.44,2227.95,C1418905897,23.13,1421.62,0,0
382,CASH_OUT,6790.75,C5831189715,261.63,0.0,M805685185,97.07,6887.82,0,0
239,CASH_IN,37.75,C5400601592,708.49,670.74,C9505235552,714.13,751.88,0,0
367,CASH_OUT,340.38,C3308144059,6035.12,5694.74,M895350605,1709.54,2049.92,0,0
168,PAYMENT,622.48,C1792550861,1724.14,1101.66,M328474299,3702.96,4325.44,0,0
560,CASH_IN,459.49,C1972309720,169.89,0.0,C3485763310,,536.47,0,0
51,PAYMENT,16101.42,C1919041723,1424.6,0.0,M711113336,10.4,16111.82,0,0
610,PAYMENT,91.12,C1223331603,2649.52,2558.4,M343633848,1558.55,1649.67,0,0
728,CASH_OUT,769.89,C5113796347,5307.38,4537.49,M981547721,580.26,1350.15,0,0
689,PAYMENT,3.14,C7426949982,19032.27,19029.13,M796503834,13.65,16.79,0,0
380,TRANSFER,943.26,C6836386688,96874.19,95930.93,C9533663399,2374.11,3317.37,0,0
474,TRANSFER,1109.69,C6204488502,1103.57,0.0,C9103285970,0.34,1110.03,0,0
80,CASH_IN,363.4,C8512443472,69.56,0.0,C3782016728,34.66,398.06,0,0
697,CASH_OUT,889.45,C7478121502,2420.3,1530.85,M965310616,23240.77,24130.22,0,0
367,CASH_OUT,130.45,C9596172714,38.67,0.0,M755236489,416219.24,416349.69,0,0
461,CASH_OUT,35.06,C5149921974,127444.72,127409.66,M545373086,3900.73,3935.79,0,0
539,PAYMENT,55.86,C3199307165,272.15,216.29,M476955758,175.99,231.85,0,0
452,CASH_OUT,73.32,C1342477457,12872.27,12798.95,M991296644,987.87,1061.19,0,0
464,CASH_OUT,30.43,C1445608116,2413.43,2383.0,M506904653,2.51,32.94,0,0
478,PAYMENT,28.12,C3986137115,2020.23,1992.11,M385598542,134.06,162.18,0,0
420,CASH_OUT,76.7,C2703563750,21.06,0.0,M872028827,7.09,83.79,0,0
707,PAYMENT,197.91,C1195873672,152.83,0.0,M525488967,6484.89,6682.8,0,0
214,TRANSFER,525.19,C5228233258,409.2,0.0,C2141329460,2845.98,3371.17,0,0
369,PAYMENT,34.89,C1570366739,430.43,395.54,M627485953,1895.66,1930.55,0,0
114,CASH_IN,62.32,C8738015342,1383.08,1320.76,C3411955178,2983.16,3045.48,0,0
503,CASH_IN,118.09,C6200220939,209.89,91.8,C5343946218,102.65,220.74,0,0
636,CASH_OUT,966.57,C4640921160,3733.39,2766.82,M138582151,365.63,1332.2,0,0
588,CASH_OUT,36.96,C6988522311,862.05,825.09,M616978412,74.02,110.98,0,0
311,CASH_OUT,143.38,C2000730910,5674.06,5530.68,M388989173,442.91,586.29,0,0
469,CASH_OUT,2820.9,C7115322835,26.77,0.0,M301032165,316.94,3137.84,0,0
708,PAYMENT,82.33,C2908012107,7725.59,7643.26,M779844827,1014.59,1096.92,0,0
44,CASH_IN,33.3,C8198387459,64423.45,64390.15,C9995231688,26.11,59.41,0,0
415,TRANSFER,338.85,C8647131798,736.06,397.21,C9075252352,414.52,753.37,0,0
698,CASH_OUT,76.52,C8273036564,22419.56,22343.04,M331156317,400.52,477.04,0,0
246,DEBIT,1.61,C7840490938,1023.12,1021.51,M284707884,639.08,640.69,0,0
84,CASH_OUT,600.7,C1568693254,385.25,0.0,M412685629,39.62,640.32,0,0
207,CASH_IN,2299.56,C8306476478,1858.05,0.0,C9940315971,87.8,2387.36,0,0
151,CASH_OUT,385.79,C7619792998,55436.82,55051.03,M729002915,50.88,436.67,0,0
668,CASH_OUT,3249.96,C2110407199,45350.6,42100.64,M802252686,52751.04,56001.0,0,0
528,PAYMENT,1462.72,C8631438499,23.86,0.0,M249353549,8008.45,9471.17,0,0
165,CASH_IN,72.98,C2404464048,83.79,10.81,C4022866449,341.49,414.47,0,0
145,CASH_OUT,24319.01,C2453955437,882.05,0.0,M510676172,1226.52,25545.53,0,0
37,CASH_OUT,766.85,C3914458942,187.22,0.0,M479370638,18743.11,19509.96,0,0
333,CASH_IN,949.19,C8846996422,2852.36,1903.17,C2793862106,22183.13,23132.32,0,0
403,TRANSFER,55.32,C8664843352,775.66,720.34,C9724637563,1092.4,1147.72,0,0
414,CASH_OUT,18.33,C4424884609,352.99,334.66,M867363256,50.83,69.16,0,0
45,CASH_IN,46.21,C7821322736,153815.4,153769.19,C8067828110,8258.08,8304.29,0,0
402,CASH_OUT,2540.72,C9293493355,7760.21,5219.49,M146896489,723.53,3264.25,0,0
206,PAYMENT,12344.88,C2628729097,6549.84,0.0,M440286284,172.75,12517.63,0,0
62,PAYMENT,718.74,C6946261143,145.76,0.0,M223478869,2194.6,2913.34,0,0
420,PAYMENT,485.44,C9760505943,999.28,513.84,M468386927,80.63,566.07,0,0
468,PAYMENT,2791.9,C1684030671,778.55,0.0,M675844967,8.7,2800.6,0,0
19,PAYMENT,6389.02,C4063357263,1386.55,0.0,M488913236,9796.38,16185.4,0,0
365,PAYMENT,22.11,C9153227023,364.79,342.68,M658888586,1238.28,1260.39,0,0
300,CASH_IN,10465.8,C6972104535,11007.73,541.93,C7845699905,3186.22,13652.02,0,0
7,CASH_IN,188.48,C9515976279,30570.87,30382.39,C3888105418,3.99,192.47,0,0
428,PAYMENT,3526.14,C9904529365,7432.39,3906.25,M221622873,1147.85,4673.99,0,0
117,CASH_OUT,47.69,C2668128488,854.02,806.33,M395886248,833.87,881.56,0,0
580,PAYMENT,3187.54,C6089960833,400.51,0.0,M949503860,170.43,3357.97,0,0
507,CASH_IN,22.93,C6458409925,16418.08,16395.15,C8301765580,174.15,197.08,0,0
546,PAYMENT,3799.5,C2126662296,2463.92,0.0,M948090062,113.87,3913.37,0,0
706,PAYMENT,1460.73,C6173790915,4408.0,2947.27,M210521783,20692.52,22153.25,0,0
325,CASH_OUT,17.39,C4524855886,2356.11,2338.72,M515950833,3281.63,3299.02,0,0
55,PAYMENT,5171.03,C3837534048,171.16,0.0,M844056182,209.37,5380.4,0,0
42,CASH_OUT,57.29,C8146925555,54637.38,54580.09,M242618674,80.98,138.27,0,0
297,TRANSFER,3967.26,C7849992636,506062.8,502095.54,C9721572069,381.93,4349.19,0,0
231,PAYMENT,538.59,C7019325988,372.34,0.0,M285317041,395.12,933.71,0,0
453,CASH_OUT,33.36,C5452516984,993.94,960.58,M357741970,29.73,63.09,0,0
394,PAYMENT,53.17,C5933656865,423.46,370.29,M416240889,6410.16,6463.33,0,0
522,CASH_IN,990135.85,C2543918930,209.1,0.0,C7361349158,212.07,990347.92,0,0
358,CASH_OUT,40728.93,C3517701140,4869.38,0.0,M615143574,483.49,41212.42,0,0
444,PAYMENT,264.71,C5034487703,257.83,0.0,M310321368,3051.53,3316.24,0,0
128,PAYMENT,943.2,C6131554020,100.69,0.0,M691543595,20760.71,21703.91,0,0
691,CASH_IN,4474.13,C9358978320,3346.16,0.0,C4380384155,532.95,5007.08,0,0
405,CASH_OUT,30.45,C5406249699,123.14,92.69,M648325015,11.44,41.89,0,0
392,PAYMENT,1603.39,C6421932842,235.09,0.0,M472223627,1780.15,3383.54,0,0
193,TRANSFER,2905.43,C4253481293,202.21,0.0,C2403297868,603.77,3509.2,0,0
604,TRANSFER,831.88,C6717560029,3485.27,2653.39,C6376498932,106.45,938.33,0,0
743,PAYMENT,6515.19,C8603881882,1320.02,0.0,M362306089,1053.73,7568.92,0,0
78,TRANSFER,547.46,C2272566222,10.26,0.0,C6945736073,80.18,627.64,0,0
85,PAYMENT,3679.73,C5313542074,2240.31,0.0,M227616190,8.61,3688.34,0,0
30,PAYMENT,647.16,C4678947008,139.36,0.0,M696184063,561.53,1208.69,0,0
725,PAYMENT,18.78,C5067884833,51233.46,51214.68,M610723350,38.18,56.96,0,0
49,CASH_OUT,2638.39,C7054838164,6.2,0.0,M452514512,202.1,2840.49,0,0
145,PAYMENT,5452.85,C2687386758,2807.27,0.0,M857896113,1725.61,7178.46,0,0
69,PAYMENT,298.15,C3043865920,7673.81,7375.66,M310581575,2.09,300.24,0,0
58,CASH_IN,27.71,C4107522687,53.68,25.97,C8149899573,159.15,186.86,0,0
697,CASH_IN,2289.64,C4635973329,546.39,0.0,C2546418445,37.24,2326.88,0,0
574,PAYMENT,759.72,C3691340267,1391.77,632.05,M915286740,9.55,769.27,0,0
479,CASH_OUT,730.72,C2372423805,753.03,22.31,M796527363,440.03,1170.75,0,0
445,CASH_OUT,588.77,C2509666283,3707.78,3119.01,M399809837,113.45,702.22,0,0
296,CASH_OUT,3027.28,C7558774044,1626.72,0.0,M187594532,1870.63,4897.91,0,0
678,PAYMENT,717.57,C7931818893,7832.12,7114.55,M539158464,1116.52,1834.09,0,0
171,CASH_OUT,156.05,C8925860651,2501.07,2345.02,M581081533,1609.53,1765.58,0,0
575,PAYMENT,15.95,C6932666230,1441.14,1425.19,M369880898,3.25,19.2,0,0
147,PAYMENT,160.28,C3983894844,549.59,389.31,M601903162,560.23,720.51,0,0
484,CASH_IN,2487.71,C7564437611,2035.19,0.0,C6035436039,620.24,3107.95,0,0
306,CASH_IN,206.54,C2439469198,86748.46,86541.92,C3495787097,17.78,224.32,0,0
673,CASH_IN,2479.22,C9596838821,883.77,0.0,C8905943617,288.7,2767.92,0,0
653,CASH_OUT,23.84,C2528350990,45.44,21.6,M136852512,722.66,746.5,0,0
609,PAYMENT,53.34,C6595130890,16977.43,16924.09,M488350128,432.42,485.76,0,0
446,CASH_OUT,47.49,C1853135972,196647.45,196599.96,M427575952,1854.66,1902.15,0,0
221,CASH_OUT,528.87,C5212890787,4646.38,4117.51,M229229330,1247.23,1776.1,0,0
555,CASH_OUT,14530.81,C2201804645,149096.36,134565.55,M463150566,1957.08,16487.89,0,0
378,CASH_OUT,35903.88,C3405310783,1567.81,0.0,M744143114,14.05,35917.93,0,0
620,CASH_OUT,3344.52,C1203272778,1745326.7,1741982.18,M628359483,65.1,3409.62,0,0
266,CASH_OUT,8.04,C4313404832,27.91,19.87,M843075860,143.3,151.34,0,0
95,CASH_OUT,89.64,C4136807968,752.46,662.82,M168113835,260.47,350.11,0,0
262,PAYMENT,1.0,C4452424527,4904.08,4903.08,M635471962,6.77,7.77,0,0
71,DEBIT,561.38,C4391180618,162.1,0.0,M548896150,249.47,810.85,0,0
219,CASH_IN,10402.09,C6454450763,21099.12,10697.03,C1158573141,2483.31,12885.4,0,0
533,CASH_OUT,2061.14,C6501192018,4304.6,2243.46,M375522060,12.94,2074.08,0,0
92,PAYMENT,11.81,C5061302004,639.77,627.96,M437707693,8.76,20.57,0,0
127,CASH_IN,6486.28,C6643041973,3211.25,0.0,C4865859768,8394.08,14880.36,0,0
80,CASH_OUT,4485.29,C7804247891,1803.73,0.0,M277882806,1034.71,5520.0,0,0
238,CASH_IN,8833.06,C6212910229,5565.14,0.0,C2002097564,49755.65,58588.71,0,0
372,PAYMENT,3707.89,C7436163075,612.52,0.0,M670993316,555.01,4262.9,0,0
486,TRANSFER,140.85,C1619702405,4.36,0.0,C3256085946,295.87,436.72,0,0
694,CASH_IN,9.88,C8269884149,9506.76,9496.88,C6238746359,60.66,70.54,0,0
25,PAYMENT,4195.85,C3207957400,931.82,0.0,M535132425,139085.59,143281.44,0,0
156,PAYMENT,1906.83,C4610717319,153.78,0.0,M459464368,7849.46,9756.29,0,0
517,CASH_OUT,7.82,C4673935626,429.7,421.88,M898298215,1300.86,1308.68,0,0
632,CASH_OUT,58.64,C5209526213,670.83,612.19,M987491153,813.72,872.36,0,0
530,PAYMENT,62.03,C5584172187,26.63,0.0,M165237603,22.04,84.07,0,0
710,CASH_OUT,1728.38,C7448974896,119.03,0.0,M816600245,403.97,2132.35,0,0
57,CASH_OUT,391.11,C6299173013,822.74,431.63,M756192245,24.93,416.04,0,0
605,CASH_OUT,238.09,C1378508530,716.52,478.43,M857463138,184.89,422.98,0,0
19,CASH_IN,174.35,C8322886290,106.28,0.0,C6914582899,520.07,694.42,0,0
384,CASH_OUT,42.46,C8624040996,43.79,1.33,M551385281,629.52,671.98,0,0
193,CASH_OUT,2781.55,C3360430570,129.99,0.0,M590040280,30.96,2812.51,0,0
237,PAYMENT,94.28,C8783644311,2302.64,2208.36,M594695000,1450.01,1544.29,0,0
387,PAYMENT,4124.72,C5661667272,217.89,0.0,M127738715,314.45,4439.17,0,0
426,CASH_OUT,24.88,C5950685912,9702.15,9677.27,M238905206,2647.86,2672.74,0,0
277,TRANSFER,150.82,C1034619027,20036.24,19885.42,C8385695076,1732.11,1882.93,0,0
227,PAYMENT,20530.49,C4992274078,85788.11,65257.62,M412598698,8552.95,29083.44,0,0
552,PAYMENT,645.0,C3081333903,5225.71,4580.71,M224081454,55.34,700.34,0,0
323,CASH_OUT,151.25,C5231362629,3152.73,3001.48,M748943378,55977.75,56129.0,0,0
153,PAYMENT,114.87,C5865581210,34318.64,34203.77,M192506197,24.4,139.27,0,0
639,CASH_IN,70.9,C3839529640,52.17,0.0,C5994541390,168.72,239.62,0,0
237,CASH_OUT,999.64,C7488350456,5249.17,4249.53,M472716476,633.19,1632.83,0,0
55,PAYMENT,2433.76,C1193568990,11767.41,9333.65,M934724541,1624.45,4058.21,0,0
436,CASH_OUT,666.87,C7634737105,1068.61,401.74,M831095878,188.49,855.36,0,0
684,TRANSFER,358.37,C6092782804,8574.5,8216.13,C7311173745,337.19,695.56,0,0
109,CASH_OUT,1343.64,C3651358220,475.91,0.0,M377763274,58005.23,59348.87,0,0
184,CASH_IN,24.31,C6424587467,1210.35,1186.04,C8568875255,78.58,102.89,0,0
368,CASH_OUT,859.34,C7364233941,2741.55,1882.21,M948432691,31.63,890.97,0,0
198,PAYMENT,962.28,C5195101211,2545.47,1583.19,M304782202,16.01,978.29,0,0
371,PAYMENT,688.63,C4918459746,33.99,0.0,M126740540,87.2,775.83,0,0
373,CASH_OUT,132.89,C3485583547,303.62,170.73,M787960166,0.1,132.99,0,0
497,PAYMENT,85.62,C9675707175,1219.07,1133.45,M371735719,401.75,487.37,0,0
599,CASH_OUT,29.91,C6160368081,2922.92,2893.01,M194663576,28249.45,28279.36,0,0
201,CASH_OUT,7640.08,C8592913890,5902.45,0.0,M868301065,346.77,7986.85,0,0
509,CASH_IN,360.92,C1456074031,1165.67,804.75,C3879545017,8379.97,8740.89,0,0
322,CASH_OUT,172.85,C9773444268,17502.74,17329.89,M226165426,,326.25,0,0
275,PAYMENT,142.24,C5442034673,527.81,385.57,M164826437,32284.67,32426.91,0,0
211,CASH_OUT,59.56,C6082274273,9340.49,9280.93,M625309669,1116.23,1175.79,0,0
504,CASH_OUT,138.18,C6007778815,753.74,615.56,M831092615,371.46,509.64,0,0
118,PAYMENT,4548.07,C1966453444,110.76,0.0,M860763413,34.68,4582.75,0,0
703,PAYMENT,1291.32,C5079147713,763944.33,762653.01,M450249899,637.64,1928.96,0,0
554,CASH_OUT,2115.37,C8327438806,3819.96,1704.59,M477640313,34337.14,36452.51,0,0
42,PAYMENT,2747.85,C9900269620,11.0,0.0,M146556016,3.32,2751.17,0,0
315,CASH_OUT,32848.46,C3697943014,10496.8,0.0,M494347044,308.16,33156.62,0,0
329,CASH_IN,426.43,C1477279647,1654.68,1228.25,C3656094297,160.72,587.15,0,0
17,CASH_OUT,171.4,C2264106661,9581.4,9410.0,M127220840,12.72,184.12,0,0
283,CASH_OUT,967.15,C2839883775,4250.72,3283.57,M398158569,62.95,1030.1,0,0
258,CASH_IN,1476.39,C2334549371,162.55,0.0,C7559572819,3107.51,4583.9,0,0
575,CASH_OUT,376.87,C3226160514,10940.84,10563.97,M864450939,104.79,481.66,0,0
574,CASH_OUT,67.5,C5857265260,209.16,141.66,M391920337,6566.44,6633.94,0,0
612,PAYMENT,585.22,C6198778346,145.72,0.0,M827504424,181.33,766.55,0,0
19,CASH_IN,1198.69,C7120725269,474.68,0.0,C8075432411,332.29,1530.98,0,0
529,TRANSFER,808.17,C6830948619,81.85,0.0,C7034128107,3694.82,4502.99,0,0
423,CASH_IN,10.22,C6539355198,3838.27,3828.05,C1664432977,293.71,303.93,0,0
466,PAYMENT,16.77,C8598783673,201605.58,201588.81,M808915398,817.67,834.44,0,0
373,PAYMENT,1691.83,C7363850864,69.42,0.0,M545601034,118.1,1809.93,0,0
81,PAYMENT,191.59,C6456548829,34102.95,33911.36,M232119755,190.43,382.02,0,0
551,CASH_OUT,34514.86,C2621104789,245.47,0.0,M771693555,2927.21,37442.07,0,0
548,TRANSFER,5897.72,C3141322940,248.6,0.0,C6772802442,63.58,5961.3,0,0
424,CASH_OUT,31.94,C3694786575,63.2,31.26,M262718311,26.88,58.82,0,0
429,CASH_OUT,3143.31,C9606315480,2584.81,0.0,M950791968,192.35,3335.66,0,0
388,CASH_IN,9908.55,C2101317137,40.07,0.0,C6343605771,379.6,10288.15,0,0
709,CASH_IN,165.58,C1731236260,335.28,169.7,C5248130131,34.76,200.34,0,0
670,CASH_OUT,339.56,C4574818010,17538.1,17198.54,M779352164,14397.52,14737.08,0,0
204,CASH_OUT,134.82,C9481116504,54672.31,54537.49,M728575193,650.42,785.24,0,0
196,PAYMENT,42.72,C9921710198,101.96,59.24,M852875266,53.15,95.87,0,0
728,PAYMENT,9451.76,C7291071541,512.57,0.0,M463535932,1492.06,10943.82,0,0
285,PAYMENT,2.27,C4862765904,769.11,766.84,M808122666,4348.5,4350.77,0,0
196,CASH_OUT,104.67,C2370474086,27.69,0.0,M188319745,26.11,130.78,0,0
307,TRANSFER,173.31,C7707625090,261.19,87.88,C3749385047,1374.8,1548.11,0,0
664,CASH_OUT,552.46,C5202868918,224.48,0.0,M449262075,110.88,663.34,0,0
14,PAYMENT,33.8,C6888494446,3721.03,3687.23,M303814418,1334.23,1368.03,0,0
146,PAYMENT,6062.45,C2791719736,2024.8,0.0,M148420831,71609.99,77672.44,0,0
57,CASH_OUT,10.26,C1703543580,1494.66,1484.4,M299182848,60.97,71.23,0,0
723,CASH_OUT,10.56,C5980616425,646.97,636.41,M573597889,797.11,807.67,0,0
210,TRANSFER,453.1,C7044286551,29100.05,28646.95,C7453587557,2.66,455.76,0,0
529,CASH_IN,30.76,C3664879179,1038.6,1007.84,C5847814968,57041.58,57072.34,0,0
344,CASH_OUT,611.26,C9391438344,13144.51,12533.25,M307492825,2.06,613.32,0,0
715,CASH_IN,91.82,C8216053173,4789.76,4697.94,C1443253610,614.99,706.81,0,0
611,CASH_OUT,2027.97,C1011375205,1606.61,0.0,M587461703,5181.67,7209.64,0,0
279,PAYMENT,63.07,C5334707328,10131.02,10067.95,M982455668,326.37,389.44,0,0
209,CASH_OUT,7252.5,C1290059838,507.64,0.0,M904249851,158.09,7410.59,0,0
641,CASH_IN,1420.57,C7892711894,117.16,0.0,C9912969778,293.12,1713.69,0,0
335,CASH_OUT,88.57,C4984537312,1018.59,930.02,M329098180,186.47,275.04,0,0
288,PAYMENT,1405.98,C1137347334,46916.97,45510.99,M280642295,6.57,1412.55,0,0
252,CASH_IN,540.25,C7628346788,1872.56,1332.31,C5100020950,0.86,541.11,0,0
265,CASH_OUT,1941.12,C6047528818,310.71,0.0,M813280957,6805.06,8746.18,0,0
271,PAYMENT,1337.94,C3270622323,144.36,0.0,M881704278,53.28,1391.22,0,0
700,CASH_OUT,827.64,C8223469297,24.42,0.0,M356267152,378.79,1206.43,0,0
419,PAYMENT,459.12,C2440754616,141.16,0.0,M639574010,17.35,476.47,0,0
726,CASH_OUT,2462.54,C3732680924,2323.94,0.0,M104976040,184.95,2647.49,0,0
211,PAYMENT,4193.09,C4651713506,605.65,0.0,M143322642,3016.71,7209.8,0,0
365,TRANSFER,530.14,C2222308116,1911.28,1381.14,C4912645753,109.02,639.16,0,0
76,CASH_OUT,1356.0,C1436165129,112.15,0.0,M144303491,9886.91,11242.91,0,0
660,CASH_OUT,2629.41,C2553097867,14279.49,11650.08,M667429316,568.83,3198.24,0,0
321,PAYMENT,10035.2,C4683905269,7195.32,0.0,M367048959,434.02,10469.22,0,0
725,CASH_IN,7074.46,C3399004437,268.94,0.0,C9528958244,884.3,7958.76,0,0
433,TRANSFER,3164.38,C1387891773,32.16,0.0,C7829607095,773.69,3938.07,0,0
109,CASH_OUT,176.22,C5656352797,2049.93,1873.71,M488468706,1742.77,1918.99,0,0
641,PAYMENT,29.2,C6354425870,8.04,0.0,M840453379,254.87,284.07,0,0
522,CASH_IN,1234.71,C8133110171,40.93,0.0,C7301473134,43.49,1278.2,0,0
47,CASH_IN,1216.16,C3972653700,399.83,0.0,C5501595904,9903.44,11119.6,0,0
379,PAYMENT,182.38,C2666019816,121.04,0.0,M845507583,4809.48,4991.86,0,0
96,CASH_OUT,27.98,C7182199718,27925.26,27897.28,M807038456,997.5,1025.48,0,0
103,CASH_OUT,11065.5,C2102085154,481.25,0.0,M322017214,4350.79,15416.29,0,0
146,CASH_OUT,945.0,C4651859418,3709.69,2764.69,M236691045,19.46,964.46,0,0
27,TRANSFER,36.0,C3943766674,4.74,0.0,C8859734086,32.23,68.23,0,0
732,CASH_OUT,312.95,C7029685577,12.66,0.0,M830636848,1600.47,1913.42,0,0
530,PAYMENT,27.46,C7436270145,202.39,174.93,M466713733,15.32,42.78,0,0
679,PAYMENT,1577.46,C2494039022,1869.74,292.28,M892814255,36310.08,37887.54,0,0
82,PAYMENT,16320.27,C7749943495,45.78,0.0,M438886460,72.98,16393.25,0,0
428,PAYMENT,278.09,C5632005502,2716.07,2437.98,M704394134,10.03,288.12,0,0
584,PAYMENT,335.3,C3354183839,31916.43,31581.13,M207363111,63.53,398.83,0,0
479,PAYMENT,232.16,C3838412133,152.69,0.0,M655385548,42.14,274.3,0,0
162,CASH_OUT,257.55,C7695199569,1065.65,808.1,M112405909,535.25,792.8,0,0
402,PAYMENT,85.47,C6347815447,552.58,467.11,M503846778,845.08,930.55,0,0
508,CASH_IN,6400.21,C6380846838,380.0,0.0,C7909933472,41.17,6441.38,0,0
38,TRANSFER,595.89,C6892030301,2430.61,1834.72,C1171372071,415.45,1011.34,0,0
511,PAYMENT,457.95,C5652543811,1120.89,662.94,M153118699,54.24,512.19,0,0
393,CASH_IN,256.7,C5924154070,694.93,438.23,C7070349148,5199.73,5456.43,0,0
713,PAYMENT,31.63,C1629000124,1561.82,1530.19,M164461376,28.13,59.76,0,0
494,PAYMENT,2635.33,C2268031883,9480.44,6845.11,M839930278,16835.83,19471.16,0,0
200,TRANSFER,6945.97,C1069171218,4961.19,0.0,C6289813886,340.79,7286.76,0,0
255,PAYMENT,9.75,C5165458152,13.63,3.88,M226861104,2247.06,2256.81,0,0
179,CASH_OUT,1667.19,C4664584963,119.74,0.0,M499619105,20.66,1687.85,0,0
547,TRANSFER,2264.03,C2271534752,4726.41,2462.38,C6884518891,224.57,2488.6,0,0
594,CASH_IN,5262.76,C4140609720,696588.25,691325.49,C1544598458,53870.68,59133.44,0,0
389,PAYMENT,4495.94,C4223746819,213.3,0.0,M525258621,106.41,4602.35,0,0
398,TRANSFER,78559.01,C7705720664,25.9,0.0,C2673505339,1028.46,79587.47,0,0
732,CASH_OUT,898.32,C6654733096,326378.03,325479.71,M354061305,146.87,,0,0
158,PAYMENT,2937.62,C2535925970,26025.72,23088.1,M144878917,126.29,3063.91,0,0
4,PAYMENT,413.59,C9623348157,22084.71,21671.12,M749144819,8263.5,8677.09,0,0
