step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,hour_of_day,day_of_week,is_weekend,balance_diff_orig,balance_diff_dest,zero_balance_after,amount_to_balance,balance_mismatch,dest_type,is_extreme_amount,amount_capped,risk_score,risk_tier,type_encoded
463,CASH_OUT,68227.18,C7147787093,2921.5,0.0,M551754503,11.3,68238.48,0,0,7,5,1,2921.5,68227.18,1,23.345485,1,Merchant,0,68227.18,75.0,High,0
541,CASH_IN,6909.5,C4636718679,1531.07,0.0,C6843766169,449.7,7359.2,0,0,13,1,0,1531.07,6909.5,1,4.509911,1,Customer,0,6909.5,60.0,High,2
626,CASH_OUT,568.47,C5329574933,758.68,190.21,M862212063,15742.89,16311.36,0,0,2,5,1,568.47,568.47,0,0.748302,0,Merchant,0,568.47,33.71,Medium,0
619,CASH_IN,58.52,C3064593097,48.18,0.0,C9110952064,39.63,98.15,0,0,19,4,0,48.18,58.52,1,1.189915,1,Customer,0,58.52,60.0,High,2
364,TRANSFER,78.79,C6316853274,142.8,64.01,C1964298624,7.2,85.99,0,0,4,1,0,78.79,78.79,0,0.547914,0,Customer,0,78.79,28.7,Medium,3
130,CASH_OUT,285.33,C6039213332,6183.74,5898.41,M161126848,100.04,385.37,0,0,10,5,1,285.33,285.33,0,0.046135,0,Merchant,0,285.33,16.15,Low,0
84,CASH_OUT,16644.66,C3794733589,546.04,0.0,M298420050,196.83,196.83,1,0,12,3,0,546.04,0.0,1,30.42677,1,Merchant,0,16644.66,75.0,High,0
271,CASH_OUT,139.67,C3754174622,149606.97,149467.3,M175942321,580.72,720.39,0,0,7,4,0,139.67,139.67,0,0.000934,0,Merchant,0,139.67,15.02,Low,0
244,PAYMENT,577.78,C4228886528,134396.62,133818.84,M215692868,513.23,1091.01,0,0,4,3,0,577.78,577.78,0,0.004299,0,Merchant,0,577.78,0.11,Low,1
388,TRANSFER,2647.91,C1070118477,110.62,0.0,C8947934411,1022.48,3670.39,0,0,4,2,0,110.62,2647.91,1,23.722541,1,Customer,0,2647.91,75.0,High,3
214,PAYMENT,1.0,C1886217144,29859.63,29858.63,M319558235,0.55,1.55,0,0,22,1,0,1.0,1.0,0,3.3e-05,0,Merchant,0,1.0,0.0,Low,1
166,CASH_OUT,48.09,C2795161322,785.59,737.5,M911899835,443.87,491.96,0,0,22,6,1,48.09,48.09,0,0.061137,0,Merchant,0,48.09,16.53,Low,0
59,PAYMENT,20057.18,C3012194421,1576.02,0.0,M240156836,62.87,20120.05,0,0,11,2,0,1576.02,20057.18,1,12.718406,1,Merchant,0,20057.18,60.0,High,1
602,CASH_IN,3248.03,C3236946074,6355.45,3107.42,C4527368525,10115.61,13363.64,0,0,2,4,0,3248.03,3248.03,0,0.510982,0,Customer,0,3248.03,12.77,Low,2
504,PAYMENT,3292.13,C9221815741,13445.53,10153.4,M499774230,2496.38,5788.51,0,0,0,0,0,3292.13,3292.13,0,0.244831,0,Merchant,0,3292.13,6.12,Low,1
706,CASH_IN,61.62,C3234842057,180.76,119.14,C5956360912,4428.16,4489.78,0,0,10,1,0,61.62,61.62,0,0.339018,0,Customer,0,61.62,8.48,Low,2
123,CASH_OUT,7354.03,C9507150941,261317.18,253963.15,M762669133,4650.0,12004.03,0,0,3,5,1,7354.03,7354.03,0,0.028142,0,Merchant,0,7354.03,15.7,Low,0
648,CASH_IN,78.74,C6871433308,2205.52,2126.78,C3536051984,557.22,635.96,0,0,0,6,1,78.74,78.74,0,0.035685,0,Customer,0,78.74,0.89,Low,2
413,CASH_OUT,484.49,C7669446651,7.83,0.0,M775426656,120.27,604.76,0,0,5,3,0,7.83,484.49,1,54.86863,1,Merchant,0,484.49,75.0,High,0
139,CASH_OUT,1618.71,C7710513261,569.91,0.0,M165389701,264.65,1883.36,0,0,19,5,1,569.91,1618.71,1,2.835316,1,Merchant,0,1618.71,75.0,High,0
229,CASH_IN,2134.04,C8354417041,217230.62,215096.58,C2356571822,4034.41,6168.45,0,0,13,2,0,2134.04,2134.04,0,0.009824,0,Customer,0,2134.04,0.25,Low,2
274,PAYMENT,1082.57,C2151828994,250.0,0.0,M302445556,188.77,1271.34,0,0,10,4,0,250.0,1082.57,1,4.313028,1,Merchant,0,1082.57,60.0,High,1
439,CASH_OUT,269.92,C3928136777,335715.84,335445.92,M419790992,478.73,748.65,0,0,7,4,0,269.92,269.92,0,0.000804,0,Merchant,0,269.92,15.02,Low,0
562,TRANSFER,10.02,C4976342916,1494.73,1484.71,C5041845562,306.46,316.48,0,0,10,2,0,10.02,10.02,0,0.006699,0,Customer,0,10.02,15.17,Low,3
118,CASH_IN,475.66,C9342744099,1085.47,609.81,C1521411869,202.55,678.21,0,0,22,4,0,475.66,475.66,0,0.437803,0,Customer,0,475.66,10.95,Low,2
714,CASH_OUT,5.28,C9151936284,79.63,74.35,M862867373,9051.18,0.0,0,0,18,1,0,5.28,-9051.18,0,0.065484,0,Merchant,0,5.28,16.64,Low,0
483,PAYMENT,1255.34,C7331310781,5127.55,3872.21,M181007705,105.84,1361.18,0,0,3,6,1,1255.34,1255.34,0,0.244775,0,Merchant,0,1255.34,6.12,Low,1
395,CASH_IN,56.98,C2492285915,483.9,426.92,C1859788756,23.83,80.81,0,0,11,2,0,56.98,56.98,0,0.117509,0,Customer,0,56.98,2.94,Low,2
703,CASH_IN,293.23,C5410927462,1043.78,750.55,C1502327307,2158.66,2451.89,0,0,7,1,0,293.23,293.23,0,0.280662,0,Customer,0,293.23,7.02,Low,2
460,CASH_OUT,145.03,C1637163508,645.95,0.0,M578839942,272.07,272.07,1,0,4,5,1,645.95,0.0,1,0.224175,1,Merchant,0,145.03,55.6,High,0
693,PAYMENT,1251.41,C9746498635,9005.43,7754.02,M839752619,93.24,1344.65,0,0,21,0,0,1251.41,1251.41,0,0.138946,0,Merchant,0,1251.41,3.47,Low,1
78,PAYMENT,83.08,C7206305513,657.33,574.25,M617727158,119.12,202.2,0,0,6,3,0,83.08,83.08,0,0.126198,0,Merchant,0,83.08,3.15,Low,1
412,CASH_IN,673.46,C6293055606,2.07,0.0,C3921150288,164.59,838.05,0,0,4,3,0,2.07,673.46,1,219.368078,1,Customer,0,673.46,60.0,High,2
75,CASH_OUT,583.53,C4490508352,131.95,0.0,M472032271,63.2,646.73,0,0,3,3,0,131.95,583.53,1,4.389094,1,Merchant,0,583.53,75.0,High,0
295,CASH_IN,460.14,C4126548897,40.55,0.0,C1734277713,19661.49,20121.63,0,0,7,5,1,40.55,460.14,1,11.074368,1,Customer,0,460.14,60.0,High,2
21,CASH_OUT,884.79,C2141633380,44625.95,43741.16,M612980099,6145.92,7030.71,0,0,21,0,0,884.79,884.79,0,0.019826,0,Merchant,0,884.79,15.5,Low,0
171,CASH_IN,36.42,C8347576817,4885.37,4848.95,C9092983590,15.98,52.4,0,0,3,0,0,36.42,36.42,0,0.007453,0,Customer,0,36.42,0.19,Low,2
15,TRANSFER,39.18,C2723057826,1236.32,1197.14,C6315722879,84.83,124.01,0,0,15,0,0,39.18,39.18,0,0.031665,0,Customer,0,39.18,15.79,Low,3
211,CASH_OUT,7093.62,C2397429001,672.66,0.0,M249714273,161.78,7255.4,0,0,19,1,0,672.66,7093.62,1,10.529971,1,Merchant,0,7093.62,75.0,High,0
560,CASH_OUT,18.55,C1446539741,31.89,13.34,M979248861,1.17,19.72,0,0,8,2,0,18.55,18.55,0,0.564001,0,Merchant,0,18.55,29.1,Medium,0
86,PAYMENT,30720.81,C5596405741,623.69,0.0,M556753203,74.37,30795.18,0,0,14,3,0,623.69,30720.81,1,49.177688,1,Merchant,0,30720.81,60.0,High,1
149,CASH_IN,306.27,C8879443070,11872.07,11565.8,C4816619486,1292.65,1598.92,0,0,5,6,1,306.27,306.27,0,0.025795,0,Customer,0,306.27,0.64,Low,2
700,CASH_OUT,73.63,C9852049866,8489.85,8416.22,M905094977,233.16,306.79,0,0,4,1,0,73.63,73.63,0,0.008672,0,Merchant,0,73.63,15.22,Low,0
372,PAYMENT,2258.14,C1809053884,3200.93,942.79,M881658615,9666.59,11924.73,0,0,12,1,0,2258.14,2258.14,0,0.705243,0,Merchant,0,2258.14,17.63,Low,1
480,CASH_IN,131.04,C7227207879,33.83,0.0,C1635759725,1094.57,1225.61,0,0,0,6,1,33.83,131.04,1,3.762274,1,Customer,0,131.04,60.0,High,2
151,CASH_IN,793.45,C8570311198,175.72,0.0,C3783893178,13370.24,14163.69,0,0,7,6,1,175.72,793.45,1,4.489871,1,Customer,0,793.45,60.0,High,2
141,CASH_IN,4847.23,C9428364554,2780.19,0.0,C7751990021,2103.98,6951.21,0,0,21,5,1,2780.19,4847.23,1,1.742862,1,Customer,0,4847.23,60.0,High,2
69,PAYMENT,1679.94,C4382577679,62.17,0.0,M500801248,280.83,1960.77,0,0,21,2,0,62.17,1679.94,1,26.593953,1,Merchant,0,1679.94,60.0,High,1
260,TRANSFER,946.7,C3592519069,6663.84,5717.14,C8917440580,30.76,977.46,0,0,20,3,0,946.7,946.7,0,0.142044,0,Customer,0,946.7,18.55,Low,3
521,CASH_OUT,1494.08,C1768421574,39.3,0.0,M233541543,21.4,1515.48,0,0,17,0,0,39.3,1494.08,1,37.073945,1,Merchant,0,1494.08,75.0,High,0
633,CASH_OUT,437.09,C7766370254,69.63,0.0,M893544478,870.45,1307.54,0,0,9,5,1,69.63,437.09,1,6.188447,1,Merchant,0,437.09,75.0,High,0
371,PAYMENT,2043.03,C4703719845,39.98,0.0,M392445581,3967.0,6010.03,0,0,11,1,0,39.98,2043.03,1,49.854319,1,Merchant,0,2043.03,60.0,High,1
419,PAYMENT,47.2,C7192355490,318.72,271.52,M934312288,576.07,623.27,0,0,11,3,0,47.2,47.2,0,0.147629,0,Merchant,0,47.2,3.69,Low,1
101,CASH_IN,7466.88,C1769447229,24.47,0.0,C9104148301,1221.26,8688.14,0,0,5,4,0,24.47,7466.88,1,293.163722,1,Customer,0,7466.88,60.0,High,2
661,CASH_OUT,295.18,C6738002498,325.2,30.02,M978214434,2220.2,2515.38,0,0,13,6,1,295.18,295.18,0,0.904905,0,Merchant,0,295.18,37.62,Medium,0
658,CASH_IN,575.0,C9168982206,112.4,0.0,C1349199289,146.47,721.47,0,0,10,6,1,112.4,575.0,1,5.070547,1,Customer,0,575.0,60.0,High,2
243,CASH_IN,215.49,C7820189022,197.97,0.0,C7669907697,1309.31,1524.8,0,0,3,3,0,197.97,215.49,1,1.083028,1,Customer,0,215.49,60.0,High,2
512,PAYMENT,1355.9,C4398695541,5841.6,4485.7,M375682494,1543.18,2899.08,0,0,8,0,0,1355.9,1355.9,0,0.232071,0,Merchant,0,1355.9,5.8,Low,1
555,CASH_IN,3321.75,C1068936692,1068.01,0.0,C8273828448,25.16,3346.91,0,0,3,2,0,1068.01,3321.75,1,3.107314,1,Customer,0,3321.75,60.0,High,2
95,CASH_OUT,55.47,C5828980410,5829.29,5773.82,M447913799,608.78,664.25,0,0,23,3,0,55.47,55.47,0,0.009514,0,Merchant,0,55.47,15.24,Low,0
226,CASH_OUT,351.23,C5919659192,281809.12,281457.89,M405185975,1139.34,1490.57,0,0,10,2,0,351.23,351.23,0,0.001246,0,Merchant,0,351.23,15.03,Low,0
518,CASH_IN,566.63,C1468651341,16.12,0.0,C4241689152,1021.6,1588.23,0,0,14,0,0,16.12,566.63,1,33.097547,1,Customer,0,566.63,60.0,High,2
214,PAYMENT,965.5,C2040188186,280.77,0.0,M555632956,797.5,1763.0,0,0,22,1,0,280.77,965.5,1,3.426554,1,Merchant,0,965.5,60.0,High,1
718,CASH_OUT,225.18,C4933406226,83.67,0.0,M214584503,2864.48,3089.66,0,0,22,1,0,83.67,225.18,1,2.659502,1,Merchant,0,225.18,75.0,High,0
67,PAYMENT,170.05,C8519374319,192.77,22.72,M205142486,98443.61,98613.66,0,0,19,2,0,170.05,170.05,0,0.877587,0,Merchant,0,170.05,21.94,Low,1
396,CASH_IN,2373.7,C8513641456,2811.51,437.81,C5264820020,655.57,3029.27,0,0,12,2,0,2373.7,2373.7,0,0.843979,0,Customer,0,2373.7,21.1,Low,2
612,PAYMENT,1115.74,C8745937374,91565.88,90450.14,M591530283,21046.14,22161.88,0,0,12,4,0,1115.74,1115.74,0,0.012185,0,Merchant,0,1115.74,0.3,Low,1
12,CASH_OUT,620.75,C1412169868,5491.8,4871.05,M269041207,5.78,626.53,0,0,12,0,0,620.75,620.75,0,0.113012,0,Merchant,0,620.75,17.83,Low,0
237,PAYMENT,4908.93,C5225953192,3688.71,0.0,M258040413,576.29,5485.22,0,0,21,2,0,3688.71,4908.93,1,1.330438,1,Merchant,0,4908.93,60.0,High,1
399,CASH_IN,27.79,C2545025323,14782.35,14754.56,C2762015590,7.84,35.63,0,0,15,2,0,27.79,27.79,0,0.00188,0,Customer,0,27.79,0.05,Low,2
407,CASH_OUT,1992.02,C6713294216,45695.05,43703.03,M787179340,113.84,2105.86,0,0,23,2,0,1992.02,1992.02,0,0.043593,0,Merchant,0,1992.02,16.09,Low,0
480,CASH_OUT,851.72,C8811042794,97940.79,97089.07,M787968990,27476.57,28328.29,0,0,0,6,1,851.72,851.72,0,0.008696,0,Merchant,0,851.72,15.22,Low,0
647,PAYMENT,21.98,C1875603222,3705.75,3683.77,M462065661,2994.75,3016.73,0,0,23,5,1,21.98,21.98,0,0.00593,0,Merchant,0,21.98,0.15,Low,1
222,PAYMENT,4157.44,C1443592000,98.92,0.0,M960786457,529.27,4686.71,0,0,6,2,0,98.92,4157.44,1,41.607686,1,Merchant,0,4157.44,60.0,High,1
156,CASH_OUT,1312.55,C4456373529,469.36,0.0,M118804592,7023.79,8336.34,0,0,12,6,1,469.36,1312.55,1,2.790522,1,Merchant,0,1312.55,75.0,High,0
654,CASH_OUT,1714.17,C4731660556,6.52,0.0,M632574935,757.71,2471.88,0,0,6,6,1,6.52,1714.17,1,227.948138,1,Merchant,0,1714.17,75.0,High,0
428,CASH_OUT,219.79,C3197448079,7448.76,7228.97,M686336344,149.08,368.87,0,0,20,3,0,219.79,219.79,0,0.029503,0,Merchant,0,219.79,15.74,Low,0
158,CASH_OUT,1854.14,C8962120321,130.44,0.0,M570247673,5.76,1859.9,0,0,14,6,1,130.44,1854.14,1,14.10636,1,Merchant,0,1854.14,75.0,High,0
416,CASH_OUT,93.51,C7696295888,182.84,89.33,M933052291,1165.83,1259.34,0,0,8,3,0,93.51,93.51,0,0.508649,0,Merchant,0,93.51,27.72,Medium,0
326,PAYMENT,27.36,C9669128732,2654.57,2627.21,M450534740,36.17,63.53,0,0,14,6,1,27.36,27.36,0,0.010303,0,Merchant,0,27.36,0.26,Low,1
371,PAYMENT,393.03,C3434293960,8.42,0.0,M938160453,391.94,784.97,0,0,11,1,0,8.42,393.03,1,41.72293,1,Merchant,0,393.03,60.0,High,1
344,PAYMENT,1556.23,C2064778081,14467.71,12911.48,M524021317,304.16,1860.39,0,0,8,0,0,1556.23,1556.23,0,0.107558,0,Merchant,0,1556.23,2.69,Low,1
262,PAYMENT,3071.28,C3820025933,4396.11,1324.83,M856226470,156.52,3227.8,0,0,22,3,0,3071.28,3071.28,0,0.698477,0,Merchant,0,3071.28,17.46,Low,1
283,CASH_OUT,545.32,C5778022850,371.37,0.0,M290600094,899.19,1444.51,0,0,19,4,0,371.37,545.32,1,1.464457,1,Merchant,0,545.32,75.0,High,0
229,PAYMENT,467.34,C8860504036,969.89,502.55,M157361224,36689.29,37156.63,0,0,13,2,0,467.34,467.34,0,0.481352,0,Merchant,0,467.34,12.03,Low,1
280,CASH_OUT,3067.57,C9863580934,204.95,0.0,M919547137,612.15,3679.72,0,0,16,4,0,204.95,3067.57,1,14.894732,1,Merchant,0,3067.57,75.0,High,0
290,CASH_OUT,206.88,C3819334359,737502.74,737295.86,M270554836,324.95,531.83,0,0,2,5,1,206.88,206.88,0,0.000281,0,Merchant,0,206.88,15.01,Low,0
680,CASH_OUT,131.07,C6357918716,110.79,0.0,M641622790,229.89,229.89,1,0,8,0,0,110.79,0.0,1,1.172466,1,Merchant,0,131.07,75.0,High,0
47,DEBIT,10264.82,C6247159135,2457.93,0.0,M561399552,425.19,10690.01,0,0,23,1,0,2457.93,10264.82,1,4.174507,1,Merchant,0,10264.82,60.0,High,4
715,CASH_OUT,231.48,C5192769409,568.22,336.74,M593440008,5718.28,5949.76,0,0,19,1,0,231.48,231.48,0,0.406662,0,Merchant,0,231.48,25.17,Medium,0
214,TRANSFER,2523.06,C8696522172,1254.92,0.0,C1518227503,0.09,2523.15,0,0,22,1,0,1254.92,2523.06,1,2.008934,1,Customer,0,2523.06,75.0,High,3
24,PAYMENT,6119.65,C5584740426,3950.07,0.0,M344142902,210.53,6330.18,0,0,0,1,0,3950.07,6119.65,1,1.548859,1,Merchant,0,6119.65,60.0,High,1
321,PAYMENT,614.01,C2021231499,4354.03,3740.02,M921236428,1.19,615.2,0,0,9,6,1,614.01,614.01,0,0.140989,0,Merchant,0,614.01,3.52,Low,1
274,CASH_IN,683.83,C8256894419,449.27,0.0,C8231001925,122.33,806.16,0,0,10,4,0,449.27,683.83,1,1.518711,1,Customer,0,683.83,60.0,High,2
556,CASH_OUT,14700.08,C2270333772,60.02,0.0,M200480493,462.82,15162.9,0,0,4,2,0,60.02,14700.08,1,240.905932,1,Merchant,0,14700.08,75.0,High,0
313,CASH_OUT,29.49,C6985566473,175.87,0.0,M494167885,5050.87,5050.87,1,0,1,6,1,175.87,0.0,1,0.166733,1,Merchant,0,29.49,54.17,High,0
363,TRANSFER,28.51,C5096038880,346.7,318.19,C8261290800,2778.4,2806.91,0,0,3,1,0,28.51,28.51,0,0.081996,0,Customer,0,28.51,17.05,Low,3
668,PAYMENT,2061.27,C5665654206,246.7,0.0,M216363933,11679.87,13741.14,0,0,20,6,1,246.7,2061.27,1,8.321639,1,Merchant,0,2061.27,60.0,High,1
380,CASH_OUT,178.13,C1216028836,81.09,0.0,M921493269,167.68,345.81,0,0,20,1,0,81.09,178.13,1,2.169935,1,Merchant,0,178.13,75.0,High,0
711,CASH_OUT,2259.71,C6746418891,3361.73,1102.02,M437313011,40.62,2300.33,0,0,15,1,0,2259.71,2259.71,0,0.671987,0,Merchant,0,2259.71,31.8,Medium,0
674,CASH_IN,360.37,C5110958112,36.99,0.0,C6198617117,92.86,453.23,0,0,2,0,0,36.99,360.37,1,9.485917,1,Customer,0,360.37,60.0,High,2
470,CASH_IN,2133.55,C8881661589,964.37,0.0,C4362304576,2018.17,4151.72,0,0,14,5,1,964.37,2133.55,1,2.210085,1,Customer,0,2133.55,60.0,High,2
675,PAYMENT,69.21,C8241576800,18.54,0.0,M799888587,13220.21,13289.42,0,0,3,0,0,18.54,69.21,1,3.541965,1,Merchant,0,69.21,60.0,High,1
116,CASH_OUT,1375.05,C6039012813,16774.62,15399.57,M764026982,1179.11,2554.16,0,0,20,4,0,1375.05,1375.05,0,0.081967,0,Merchant,0,1375.05,17.05,Low,0
605,CASH_IN,148.13,C2052694168,235.81,87.68,C5203437123,118.76,266.89,0,0,5,4,0,148.13,148.13,0,0.625523,0,Customer,0,148.13,15.64,Low,2
42,CASH_OUT,1703.54,C6435855104,177.86,0.0,M884362085,12.87,1716.41,0,0,18,1,0,177.86,1703.54,1,9.524433,1,Merchant,0,1703.54,75.0,High,0
379,PAYMENT,45669.82,C2005180017,116.86,0.0,M118640875,223.84,45893.66,0,0,19,1,0,116.86,45669.82,1,387.492109,1,Merchant,0,45669.82,60.0,High,1
722,PAYMENT,80.72,C7728040758,77886.34,77805.62,M687907450,2204.43,2285.15,0,0,2,2,0,80.72,80.72,0,0.001036,0,Merchant,0,80.72,0.03,Low,1
206,PAYMENT,198.71,C7716281188,30292.08,30093.37,M761728697,17.21,215.92,0,0,14,1,0,198.71,198.71,0,0.00656,0,Merchant,0,198.71,0.16,Low,1
466,PAYMENT,312.47,C2636875568,1256.27,943.8,M496649951,59481.52,59793.99,0,0,10,5,1,312.47,312.47,0,0.248531,0,Merchant,0,312.47,6.21,Low,1
732,CASH_IN,769.32,C8513320355,312.65,0.0,C3358010799,243.43,1012.75,0,0,12,2,0,312.65,769.32,1,2.452798,1,Customer,0,769.32,60.0,High,2
280,CASH_IN,4.13,C5864313472,196628.12,196623.99,C5274681195,4969.65,4973.78,0,0,16,4,0,4.13,4.13,0,2.1e-05,0,Customer,0,4.13,0.0,Low,2
648,PAYMENT,431.16,C6592025623,3805.52,3374.36,M602945320,27.69,458.85,0,0,0,6,1,431.16,431.16,0,0.113269,0,Merchant,0,431.16,2.83,Low,1
618,CASH_OUT,260.61,C4480698396,579.34,318.73,M867026883,127.2,387.81,0,0,18,4,0,260.61,260.61,0,0.449064,0,Merchant,0,260.61,26.23,Medium,0
118,CASH_OUT,264.31,C3063808063,269.72,5.41,M730524065,11175.67,11439.98,0,0,22,4,0,264.31,264.31,0,0.976322,0,Merchant,0,264.31,39.41,Medium,0
237,CASH_OUT,727.1,C7489208460,8471.73,7744.63,M760673697,21.05,748.15,0,0,21,2,0,727.1,727.1,0,0.085816,0,Merchant,0,727.1,17.15,Low,0
309,PAYMENT,819.05,C9493542322,631.8,0.0,M789851611,1597.7,2416.75,0,0,21,5,1,631.8,819.05,1,1.294327,1,Merchant,0,819.05,60.0,High,1
456,PAYMENT,794.07,C9154600383,38.58,0.0,M853145344,45.94,840.01,0,0,0,5,1,38.58,794.07,1,20.062405,1,Merchant,0,794.07,60.0,High,1
475,CASH_OUT,46.8,C8412543820,1685.36,1638.56,M976886102,41.15,87.95,0,0,19,5,1,46.8,46.8,0,0.027752,0,Merchant,0,46.8,15.69,Low,0
100,CASH_OUT,244.5,C8255973136,1991.93,1747.43,M985085925,332.77,577.27,0,0,4,4,0,244.5,244.5,0,0.122684,0,Merchant,0,244.5,18.07,Low,0
261,CASH_OUT,224.81,C5920790810,1225.2,1000.39,M535644196,77.24,302.05,0,0,21,3,0,224.81,224.81,0,0.183339,0,Merchant,0,224.81,19.58,Low,0
305,PAYMENT,1158.16,C1401908611,3877.53,2719.37,M303907922,867.91,2026.07,0,0,17,5,1,1158.16,1158.16,0,0.298608,0,Merchant,0,1158.16,7.47,Low,1
354,PAYMENT,58.43,C1718589866,488.46,430.03,M800222426,223.25,281.68,0,0,18,0,0,58.43,58.43,0,0.119376,0,Merchant,0,58.43,2.98,Low,1
286,PAYMENT,593.92,C4971649358,1116.04,522.12,M791388858,64.26,658.18,0,0,22,4,0,593.92,593.92,0,0.531691,0,Merchant,0,593.92,13.29,Low,1
328,CASH_IN,10074.03,C1725990384,1069.62,0.0,C4332118894,252.62,10326.65,0,0,16,6,1,1069.62,10074.03,1,9.409529,1,Customer,0,10074.03,60.0,High,2
103,CASH_IN,1.97,C7256250545,38.58,36.61,C4407563948,18048.55,18050.52,0,0,7,4,0,1.97,1.97,0,0.049773,0,Customer,0,1.97,1.24,Low,2
63,PAYMENT,287.2,C6709957911,6354.7,6067.5,M286986637,39.02,326.22,0,0,15,2,0,287.2,287.2,0,0.045188,0,Merchant,0,287.2,1.13,Low,1
687,CASH_OUT,7.62,C3322066080,4339.54,4331.92,M895455399,27.8,35.42,0,0,15,0,0,7.62,7.62,0,0.001756,0,Merchant,0,7.62,15.04,Low,0
282,PAYMENT,403.65,C5175539723,13004.64,12600.99,M902209685,33.9,437.55,0,0,18,4,0,403.65,403.65,0,0.031037,0,Merchant,0,403.65,0.78,Low,1
441,PAYMENT,2145.07,C4183529941,87.98,0.0,M544401278,36.0,2181.07,0,0,9,4,0,87.98,2145.07,1,24.107327,1,Merchant,0,2145.07,60.0,High,1
293,CASH_OUT,145.21,C4808422682,381.22,236.01,M353941165,40.76,185.97,0,0,5,5,1,145.21,145.21,0,0.379912,0,Merchant,0,145.21,24.5,Low,0
738,TRANSFER,2571.18,C6067888022,17548.82,14977.64,C4723488467,14.51,2585.69,0,0,18,2,0,2571.18,2571.18,0,0.146507,0,Customer,0,2571.18,18.66,Low,3
7,PAYMENT,6134.47,C1652670361,259.72,0.0,M520998903,3645.77,9780.24,0,0,7,0,0,259.72,6134.47,1,23.528958,1,Merchant,0,6134.47,60.0,High,1
639,PAYMENT,901.04,C2220461214,97845.95,96944.91,M539562489,623.97,1525.01,0,0,15,5,1,901.04,901.04,0,0.009209,0,Merchant,0,901.04,0.23,Low,1
92,PAYMENT,144.03,C7895733500,22.23,0.0,M633432366,0.0,500.78,0,0,20,3,0,22.23,500.78,1,6.200172,1,Merchant,0,144.03,60.0,High,1
190,CASH_OUT,1178.51,C9905213894,266.86,0.0,M805467066,163160.42,164338.93,0,0,22,0,0,266.86,1178.51,1,4.399724,1,Merchant,0,1178.51,75.0,High,0
476,CASH_OUT,11635.1,C3169653861,343.04,0.0,M484719707,1773.12,13408.22,0,0,20,5,1,343.04,11635.1,1,33.819033,1,Merchant,0,11635.1,75.0,High,0
511,PAYMENT,28.15,C6372199257,7400.78,7372.63,M318887563,2914253.85,2914282.0,0,0,7,0,0,28.15,28.15,0,0.003803,0,Merchant,0,28.15,0.1,Low,1
462,CASH_OUT,3700.82,C3749500492,70506.94,66806.12,M771399736,10233.47,13934.29,0,0,6,5,1,3700.82,3700.82,0,0.052488,0,Merchant,0,3700.82,16.31,Low,0
53,CASH_OUT,30.64,C5296872638,2344.36,2313.72,M340149967,19.38,50.02,0,0,5,2,0,30.64,30.64,0,0.013064,0,Merchant,0,30.64,15.33,Low,0
486,TRANSFER,19.39,C8982833372,1.57,0.0,C3715005841,14.38,33.77,0,0,6,6,1,1.57,19.39,1,7.544747,1,Customer,0,19.39,75.0,High,3
644,PAYMENT,34.23,C7577352620,895.57,861.34,M772647875,111.26,145.49,0,0,20,5,1,34.23,34.23,0,0.038179,0,Merchant,0,34.23,0.95,Low,1
490,CASH_OUT,372.87,C9321307566,1491.94,1119.07,M796006213,166.81,539.68,0,0,10,6,1,372.87,372.87,0,0.249756,0,Merchant,0,372.87,21.24,Low,0
364,CASH_OUT,5044.14,C1305733713,2930.08,0.0,M529834809,9823.83,14867.97,0,0,4,1,0,2930.08,5044.14,1,1.720915,1,Merchant,0,5044.14,75.0,High,0
112,PAYMENT,7.23,C8476353492,901.07,893.84,M662086717,144.23,151.46,0,0,16,4,0,7.23,7.23,0,0.008015,0,Merchant,0,7.23,0.2,Low,1
409,CASH_OUT,2919.25,C3151697034,28736.89,25817.64,M868888765,305.76,3225.01,0,0,1,3,0,2919.25,2919.25,0,0.101582,0,Merchant,0,2919.25,17.54,Low,0
7,CASH_OUT,297.02,C8356256006,119.02,0.0,M644902251,21.78,318.8,0,0,7,0,0,119.02,297.02,1,2.474754,1,Merchant,0,297.02,75.0,High,0
742,PAYMENT,44.44,C9375233955,83.35,38.91,M897379490,2107.08,2151.52,0,0,22,2,0,44.44,44.44,0,0.526852,0,Merchant,0,44.44,13.17,Low,1
668,CASH_OUT,1317.05,C1120168183,237.24,0.0,M254870475,6279.04,6279.04,1,0,20,6,1,237.24,0.0,1,5.528249,1,Merchant,0,1317.05,75.0,High,0
197,PAYMENT,156.08,C3244627640,732834.63,732678.55,M529120282,2796.84,2952.92,0,0,5,1,0,156.08,156.08,0,0.000213,0,Merchant,0,156.08,0.01,Low,1
735,PAYMENT,36967.92,C8890501598,699.5,0.0,M375472055,558.69,37526.61,0,0,15,2,0,699.5,36967.92,1,52.773619,1,Merchant,0,36967.92,60.0,High,1
367,CASH_OUT,1093.27,C5146195333,19380.37,18287.1,M768202524,5233.57,6326.84,0,0,7,1,0,1093.27,1093.27,0,0.056408,0,Merchant,0,1093.27,16.41,Low,0
250,CASH_OUT,451.2,C3861239645,18490.08,18038.88,M899099946,1533.52,1984.72,0,0,10,3,0,451.2,451.2,0,0.024401,0,Merchant,0,451.2,15.61,Low,0
